Product Name,Price,URL,Brand,Capacity,RAM Capacity,Network Type,SIM Card,Display Type,Display Resolution In Pixels,Display Size,Processor Chipset,Processor CPU,Operating System Version,Battery Capacity,Weight,WiFi,Bluetooth,Video Recording,Front Camera,Main Camera,Number Of Main Camera,Model Name,Color
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Black","6,550",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-black-12,Samsung,128GB,4GB,4G,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Black
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Yellow","6,600",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-yellow-13,Samsung,128GB,4GB,4G,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Yellow
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Black","7,150",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-black-14,Samsung,128GB,6GB,4G,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Black
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Light Blue","7,250",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-light-blue-15,Samsung,128GB,6GB,4G,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Light Blue
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Yellow","7,250",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-yellow-16,Samsung,128GB,6GB,4G,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Yellow
"Samsung Galaxy A15 Dual SIM, 256GB, 8GB RAM, 4G LTE - Light Blue","8,555",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-256-gb-8-gb-ram-4g-lte-light-blue-17,Samsung,256GB,8GB,4G,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Light Blue
"Samsung Galaxy A15 Dual SIM, 256GB, 8GB RAM, 4G LTE - Yellow","8,555",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-256-gb-8-gb-ram-4g-lte-yellow-18,Samsung,256GB,8GB,4G,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Yellow
"Samsung Galaxy A15 Dual SIM, 256GB, 8GB RAM, 4G LTE - Black","8,555",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-256-gb-8-gb-ram-4g-lte-black-395,Samsung,256GB,8GB,4G,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Black
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Brave Black","6,860",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-brave-black,Samsung,128GB,4GB,4G,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Brave Black
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Light Blue","7,299",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-light-blue-3,Samsung,128GB,6GB,4G LTE,Dual SIM,Super AMOLED / 90Hz,1080 x 2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Light Blue
"Samsung Galaxy A15 Dual SIM, 256GB, 8GB RAM, 4G LTE - Yellow","8,999",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-256-gb-8-gb-ram-4g-lte-yellow-4,Samsung,256GB,8GB,4G LTE,Dual SIM,Super AMOLED / 90Hz,1080 x 2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Yellow
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Dark Blue","6,899",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-dark-blue-9,Samsung,128GB,4GB,4G LTE,Dual SIM,Super AMOLED / 90Hz,1080 x 2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Dark Blue
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Black","6,499",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-black-16,Samsung,128GB,4GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Black
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Light Blue","6,499",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-light-blue-17,Samsung,128GB,4GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Light Blue
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Black","7,399",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-black-19,Samsung,128GB,6GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Black
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Light Blue","7,399",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-light-blue-20,Samsung,128GB,6GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Light Blue
"Samsung Galaxy A15 Dual SIM, 256GB, 8GB RAM, 4G LTE - Light Blue","8,499",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-256-gb-8-gb-ram-4g-lte-light-blue-26w,Samsung,256GB,8GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Light Blue
"Samsung Galaxy A15 Dual SIM, 256GB, 8GB RAM, 4G LTE - Black","8,499",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-256-gb-8-gb-ram-4g-lte-black-s136,Samsung,256GB,8GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Black
"samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Light Blue","6,799",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-light-blue-11,samsung,128GB,4GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Light Blue
"Samsung Galaxy A14 Dual SIM, 128GB, 4GB RAM, 4G LTE, Black","7,299",https://www.rayashop.com/en/samsung-galaxy-a14-dual-sim-128gb-4gb-ram-4g-lte-black-b309,Samsung,,,4G,,PLS LCD,,6.6 Inches,,Octa-core,"Android 13, One UI Core 5","Li-Po 5000 mAh, non-removable",201g,,Yes,,13 MP,,,Galaxy A14,Black
"Samsung Galaxy S24 Ultra Dual SIM, 256GB, 12GB RAM, 5G - Titanium Grey ( International Warranty )","50,400",https://www.rayashop.com/en/samsung-galaxy-s24-ultra-dual-sim-256-gb-12-gb-ram-5g-titanium-grey-international-warranty-samsungs24g-haram,Samsung,256GB,12GB,5G,Dual SIM,"Dynamic LTPO AMOLED 2X,120Hz, HDR10+",1440x3120,6.8 Inch,Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),Octa-core,"Android 14, One UI 6.1",5000 mAh,232 gram,Yes,Yes,"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS",12 MP,200 MP + 50 MP + 10 MP +12 MP,Quad,Galaxy S24 Ultra,Titanium Grey
"Samsung Galaxy S24 Ultra Dual SIM, 256GB, 12GB RAM, 5G - Titanium Black ( International Warranty )","50,400",https://www.rayashop.com/en/samsung-galaxy-s24-ultra-dual-sim-256-gb-12-gb-ram-5g-titanium-black-international-warranty,Samsung,256GB,12GB,5G,Dual SIM,"Dynamic LTPO AMOLED 2X,120Hz, HDR10+",1440x3120,6.8 Inch,Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),Octa-core,"Android 14, One UI 6.1",5000 mAh,232 gram,Yes,Yes,"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS",12 MP,200 MP + 50 MP + 10 MP +12 MP,Quad,Galaxy S24 Ultra,Titanium Black
"Samsung Galaxy S23 Ultra Dual SIM, 256GB, 12GB RAM, 5G - Green ( International Warranty )","39,300",https://www.rayashop.com/en/samsung-galaxy-s23-ultra-dual-sim-256-gb-12-gb-ram-5g-green-international-warranty,Samsung,256GB,12GB,5G,Dual SIM,"Dynamic AMOLED 2X,120Hz, HDR10+",1440x3088,6.8 Inch,Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),Octa-core,"Android 13, upgradable to Android 14, One UI 6",5000 mAh,234 gram,Yes,Yes,"8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS",12 MP,200 MP + 10 MP + 10 MP + 12 MP,Quad,Galaxy S23 Ultra,Green
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Light Blue","8,400",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-light-blue-6,Samsung,128GB,6GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Light Blue
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Black","8,400",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-black-7,Samsung,128GB,6GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Black
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Dark Blue","7,699",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-dark-blue-9q,Samsung,128GB,6GB,4G LTE,Dual SIM,Super AMOLED / 90Hz,1080 x 2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple,Galaxy A15,Dark Blue
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Yellow","7,137",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-yellow-39,Samsung,128GB,4GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Yellow
"Samsung Galaxy S24 Ultra Dual SIM, 256GB, 12GB RAM, 5G - Titanium Grey ( International Warranty )","49,899",https://www.rayashop.com/en/samsung-galaxy-s24-ultra-dual-sim-256-gb-12-gb-ram-5g-titanium-grey-international-warranty-8806095302447-moreshop,Samsung,256GB,12GB,5G,Dual SIM,"Dynamic LTPO AMOLED 2X, 120Hz, HDR10+",1440x3120,6.8 Inch,Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),Octa-core,"Android 14, One UI 6.1",5000 mAh,232 gram,Yes,Yes,"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS",12 MP,200 MP + 50 MP + 10 MP +12 MP,Quad Camera,Galaxy S24 Ultra,Titanium Grey
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Dark Blue","6,759",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-dark-blue-s144,Samsung,128GB,4GB,4G LTE,Dual SIM,Super AMOLED / 90Hz,1080 x 2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Dark Blue
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Black","6,999",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-black,Samsung,128GB,4GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Black
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Light Blue","7,777",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-light-blue-8806095356334-iplus,Samsung,128GB,6GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Light Blue
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Black","6,900",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-black-17,Samsung,128GB,4GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Black
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Yellow","6,900",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-yellow-18,Samsung,128GB,4GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Yellow
"Samsung Galaxy A15 Dual SIM, 128GB, 4GB RAM, 4G LTE - Light Blue","6,900",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-4-gb-ram-4g-lte-light-blue-19,Samsung,128GB,4GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Light Blue
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Black","7,450",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-black-20,Samsung,128GB,6GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Black
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Yellow","7,450",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-yellow-s147,Samsung,128GB,6GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Yellow
"Samsung Galaxy A15 Dual SIM, 128GB, 6GB RAM, 4G LTE - Light Blue","7,450",https://www.rayashop.com/en/samsung-galaxy-a15-dual-sim-128-gb-6-gb-ram-4g-lte-light-blue-22,Samsung,128GB,6GB,4G LTE,Dual SIM,"Super AMOLED, 90Hz",1080x2340,6.5 Inch,Mediatek Helio G99 (6nm),Octa-core,"Android 14, One UI 6",5000 mAh,200 gram,Yes,Yes,1080p@30fps,13 MP,50 MP + 5 MP + 2 MP,Triple Camera,Galaxy A15,Light Blue
